playerShort,,playerShort,player,club,leagueCountry,birthday,height,weight,position,games,victories,ties,defeats,goals,yellowCards,yellowReds,redCards,refCount,refCountryCount,meanIAT,seIAT,meanExp,seExp,color_rating,meanIAT_nIAT,meanExp_nExp,meanIAT_GameNbr,meanExp_GameNbr,meanIAT_cards,meanExp_cards
alvaro_8,433,alvaro_8, Álvaro,RCD Mallorca,Spain,19.05.1991,182.0,80.0,Center Forward,29,9,10,10,3,5,0,0,24,2,0.37052645061474476,0.00024006121918750597,0.5995945321044464,0.001059835327690509,2,0.37008969568838784,0.591745299029258,0.37041733743757704,0.5976467354561874,0.36989359418717205,0.5882973115445439
aly-cissokho,2346,aly-cissokho,Aly Cissokho,Valencia CF,Spain,15.09.1987,181.0,75.0,Left Fullback,213,109,51,53,4,28,0,3,96,20,0.3533577917144632,0.0002524697156607638,0.4990714289969818,0.0011583520721051847,5,0.3286174072224957,0.43455488397041164,0.3504120993096817,0.4626968824859958,0.36989359418717205,0.5882973115445439
amaya_3,2347,amaya_3, Amaya,Real Betis,Spain,31.05.1983,192.0,86.0,Center Back,126,45,37,44,5,40,4,1,48,8,0.3661483378258464,0.00023471373582270927,0.5763788663843971,0.0010535347812144894,2,0.3421193986319155,0.44392079656425015,0.3684668298590481,0.5837569514835357,0.36989359418717205,0.5882973115445439
amin-younes,8966,amin-younes,Amin Younes,Bor. Mönchengladbach,Germany,06.08.1993,168.0,67.0,Right Midfielder,101,47,22,32,11,1,0,0,81,14,0.34054043809316964,9.355352700093111e-05,0.384578185107979,0.0004445961721059385,2,0.33672927573747263,0.3489360135606607,0.3397747511768798,0.37552814993555655,0.0,0.0
ammar-jemal,459,ammar-jemal,Ammar Jemal,AC Ajaccio,France,20.04.1987,186.0,81.0,Left Fullback,97,41,25,31,12,19,2,0,68,31,0.29275196778901297,0.014166534757665505,0.08985086666234485,0.05822197029140751,3,0.34128101430077773,0.3748206823426682,0.29036123232574,0.06077574196367943,0.227627425679335,-0.111111111111111
amorebieta,2348,amorebieta, Amorebieta,Athletic Bilbao,Spain,29.03.1985,192.0,85.0,Center Back,274,98,65,111,5,93,9,4,85,32,0.3617288062794211,0.0003360719976093006,0.559292469392451,0.0017254026536241286,1,0.3286052040134455,0.4356301232022356,0.36553813520111994,0.569202916336576,2.9591487534973764,4.706378492356351
anatoliy-tymoshchuk,763,anatoliy-tymoshchuk,Anatoliy Tymoshchuk,Bayern München,Germany,30.03.1979,181.0,75.0,Defensive Midfielder,406,229,83,94,23,62,2,2,170,39,0.3612380438604485,0.0014869261537113665,0.6369722043512543,0.008114925541933427,2,0.33639896077324977,0.41513658755038046,0.35926735600154497,0.6334469602643926,0.0,0.0
ander-herrera,2350,ander-herrera, Ander Herrera,Athletic Bilbao,Spain,14.08.1989,182.0,73.0,Attacking Midfielder,230,101,57,72,21,62,1,4,71,24,0.3628495916353286,0.0003012834931298345,0.5601217120295742,0.001448309630690568,1,0.32908954160928305,0.4562486589057701,0.36759006253132165,0.5797652946713123,0.36989359418717205,0.5882973115445439
anders-lindegaard,8,anders-lindegaard,Anders Lindegaard,Manchester United,England,13.04.1984,193.0,80.0,Goalkeeper,100,50,20,30,0,1,0,0,45,13,0.34396874583603193,0.0010166070394609398,0.5629303373674172,0.004772183475120581,2,0.32911251011589165,0.39497907846865665,0.34031016701575917,0.5906427606371851,0.0,0.0
anderson-conceicao,2351,anderson-conceicao, Anderson Conceição,RCD Mallorca,Spain,24.10.1989,188.0,81.0,Center Back,32,5,7,20,1,3,2,0,27,2,0.36940227158317224,0.0002154319860215772,0.6136395959438191,0.00102347569639385,3,0.3693320740138445,0.616850162701691,0.3694790407400472,0.6096798640064324,0.0,0.0
anderson_7,764,anderson_7, Anderson,Manchester United,England,13.04.1988,176.0,69.0,Center Midfielder,220,148,27,45,13,19,0,0,79,25,0.35688105881755405,0.0014168039474813175,0.5154831817826036,0.008274502751473671,4,0.3282598285427733,0.42786348514057937,0.34191120810802256,0.43628637109451046,0.0,0.0
andre-ayew,54,andre-ayew,André Ayew,Olympique Marseille,France,17.12.1989,176.0,72.0,Attacking Midfielder,246,107,66,73,56,45,0,1,93,34,0.3376231989361814,0.000535632209958815,0.3814294940792051,0.0025857886361904735,4,0.3335923339196852,0.3804661799339579,0.3371872750165386,0.3594855538920356,0.0,0.0
andre-biyogo-poko,4447,andre-biyogo-poko,André Biyogo Poko,Girondins Bordeaux,France,01.01.1993,173.0,75.0,Joker,50,21,14,15,2,9,1,0,30,13,0.31405833766777846,0.0007476496638231487,0.25530140831314585,0.0038125171325142236,4,0.3324312692569202,0.3569373141748165,0.31764283158320544,0.2701299802100218,0.669367791688714,0.672201926270342
andre-fomitschow,4267,andre-fomitschow,André Fomitschow,Fortuna Düsseldorf,Germany,07.09.1990,180.0,74.0,Left Midfielder,136,60,28,48,32,15,1,2,86,1,0.33662816264272144,5.454025113076393e-05,0.33596689240030053,0.000225061636579017,2,0.33662816264272166,0.33596689240030103,0.33662816264272083,0.3359668924003007,0.0,0.0
andre-hoffmann_2,9134,andre-hoffmann_2,André Hoffmann,MSV Duisburg,Germany,28.02.1993,187.0,79.0,Defensive Midfielder,128,51,24,53,11,35,1,1,73,10,0.339775943404183,8.923620345413665e-05,0.38395165803145453,0.00043011223329495233,1,0.3374671630504175,0.34812960026688505,0.33810595292392653,0.3649772720450701,0.0,0.0
andre-luiz_3,766,andre-luiz_3, Andre Luiz,AS Nancy,France,27.01.1980,184.0,76.0,Center Back,270,89,82,99,21,53,2,3,56,16,0.34304708979785464,0.0010099724518557007,0.4117851115672705,0.004629600398399751,4,0.3389863600804417,0.38014186276003203,0.336405237877095,0.3538690971207842,0.325185154120009,0.538461538461538
andre-pierre-gignac,460,andre-pierre-gignac,André-Pierre Gignac,Olympique Marseille,France,05.12.1985,186.0,84.0,Center Forward,303,115,94,94,101,31,0,0,82,28,0.3460265281553526,0.003511306231071895,0.44547298875667984,0.016857365657519136,2,0.33982517121442135,0.4090825627141422,0.33805663217904347,0.3695541442833866,0.0,0.0
andre-santos,375,andre-santos, André Santos,Arsenal FC,England,08.03.1983,180.0,74.0,Left Fullback,197,108,47,42,28,44,0,1,113,25,0.35668548619971063,0.0006055540902527129,0.5105002543192939,0.0033757132571329753,3,0.33503340440815615,0.404973932895722,0.3562071497424493,0.45528969171129036,0.0,0.0
andre-santos_2,1604,andre-santos_2, André Santos,Deportivo La Coruña,Spain,02.03.1989,178.0,72.0,Center Midfielder,139,52,34,53,4,22,1,0,68,22,0.3734496370438383,0.00020616430096040026,0.6352024804185684,0.0009483882951318181,2,0.34500348454121604,0.4565799290818326,0.38322497944982115,0.7024121803838761,0.0,0.0
andre-schuerrle,1605,andre-schuerrle,André Schürrle,Bayer Leverkusen,Germany,06.11.1990,184.0,74.0,Left Winger,262,137,55,70,85,11,0,1,104,23,0.34338774129052296,0.00014742766739018483,0.4190362492977041,0.0006931920390524416,1,0.32885985384210586,0.41999597146173934,0.34044523798206694,0.3873352213561852,0.0,0.0
andre-weis,14165,andre-weis,André Weis,VfB Stuttgart,Germany,30.09.1989,189.0,86.0,Goalkeeper,98,31,31,36,0,4,0,1,55,1,0.3366281626427213,5.454025113076391e-05,0.3359668924003007,0.000225061636579017,2,0.3366281626427215,0.33596689240030103,0.3366281626427211,0.33596689240030086,0.336628162642721,0.33596689240030103
andre-wisdom,537,andre-wisdom,Andre Wisdom,Liverpool FC,England,09.05.1993,186.0,78.0,Joker,63,35,15,13,1,6,0,1,46,9,0.33518879191099904,0.00045307116181870545,0.42192427107756353,0.002491242970451916,5,0.32690690236908054,0.3575132419842058,0.33430779478453915,0.4189834792311511,0.0,0.0
andreas-beck,9,andreas-beck,Andreas Beck,1899 Hoffenheim,Germany,13.03.1987,180.0,70.0,Right Fullback,296,125,72,99,7,57,1,0,79,23,0.34438843994578233,0.0009444568010473377,0.4321056062951199,0.004301976406395926,1,0.33555642049194856,0.3675927250965953,0.3388996556826143,0.36561337188885723,0.0,0.0
andreas-ivanschitz,769,andreas-ivanschitz,Andreas Ivanschitz,1. FSV Mainz 05,Germany,15.10.1983,184.0,82.0,Attacking Midfielder,460,188,122,150,76,62,0,1,169,36,0.3545303430161213,0.0016049236868746523,0.49274706901450166,0.01002792284990805,2,0.3390615440014996,0.40129271034536595,0.34477079401980076,0.4294083073973799,0.0,0.0
andreas-lambertz,14245,andreas-lambertz,Andreas Lambertz,Fortuna Düsseldorf,Germany,15.10.1984,172.0,69.0,Defensive Midfielder,294,132,74,88,39,62,4,1,82,1,0.3366281626427214,5.454025113076393e-05,0.3359668924003006,0.00022506163657901704,2,0.33662816264272166,0.33596689240030103,0.33662816264272105,0.3359668924003011,0.0,0.0
andreas-ottl,2357,andreas-ottl,Andreas Ottl,FC Augsburg,Germany,01.03.1985,185.0,77.0,Defensive Midfielder,296,153,69,74,19,23,0,1,95,19,0.3435098427085542,0.00017311437258587349,0.4120191312561891,0.0007768317121644381,1,0.3356440873136991,0.35647707696688824,0.33896349073477766,0.3646333193716962,0.0,0.0
andreas-weimann,770,andreas-weimann,Andreas Weimann,Aston Villa,England,05.08.1991,179.0,72.0,Center Forward,148,50,37,61,32,12,0,0,73,25,0.3451070437341088,0.0014755270609789796,0.47876130323098287,0.008425822591181032,1,0.3273190868233107,0.4129590033776461,0.33577392210874507,0.41677697504713535,0.0,0.0
andres-guardado,2358,andres-guardado,Andrés Guardado,Valencia CF,Spain,28.09.1986,169.0,67.0,Left Midfielder,377,177,83,117,45,45,1,0,129,35,0.35457865351773177,0.0003985839335913155,0.5144509075598185,0.0020977266446913358,1,0.327902058567929,0.45935628387483624,0.3571967308601849,0.530628270227228,0.0,0.0
andres-tunez,2359,andres-tunez,Andrés Túñez,Celta Vigo,Spain,15.03.1987,187.0,83.0,Center Back,99,43,17,39,3,17,0,0,52,10,0.36831823425194443,0.0003508671819149576,0.5908584447727555,0.0018229642956763936,2,0.32896047669843004,0.4645555581773988,0.3690661324030121,0.5896425532401702,0.0,0.0
andrey-arshavin,771,andrey-arshavin,Andrey Arshavin,Arsenal FC,England,29.05.1981,172.0,69.0,Center Forward,358,188,92,78,85,34,0,2,140,35,0.3614669936092162,0.0012979772552094836,0.6540036030979379,0.006768457908679596,1,0.3309377350432864,0.38693492503008137,0.3556403588067495,0.63287863714509,0.48777773118001344,0.807692307692307
andrija-delibasic,2276,andrija-delibasic,Andrija Delibašić,Rayo Vallecano,Spain,24.04.1981,188.0,84.0,Center Forward,238,94,55,89,56,38,4,0,111,28,0.36709730354449693,0.0006223304994478413,0.5814125203754672,0.002333994578547446,1,0.3487717250449538,0.47416341287057107,0.36880355635172596,0.586223221284699,0.0,0.0
andriy-voronin,772,andriy-voronin,Andriy Voronin,Fortuna Düsseldorf,Germany,21.07.1979,174.0,81.0,Center Forward,462,198,111,153,121,61,2,1,152,32,0.35544810203743227,0.00130510626305998,0.5607517128142587,0.007377980901489077,1,0.3334208037107924,0.3756998517893748,0.3515512210326653,0.5392249146250515,0.0,0.0
andros-townsend,538,andros-townsend,Andros Townsend,Tottenham Hotspur (R),England,16.07.1991,183.0,76.0,Left Midfielder,158,67,33,58,17,15,0,1,84,16,0.33426886941531164,0.0001967019759285992,0.41408109537616283,0.000962246934554379,2,0.3271470153632711,0.35830298539028543,0.33050847675406186,0.387292957344573,0.0,0.0
andy-carroll,1936,andy-carroll,Andy Carroll,West Ham United,England,06.01.1989,191.0,76.0,Joker,213,86,48,79,58,29,0,2,65,16,0.3371480815337062,3.924738758447146e-05,0.4131694319280408,0.00018610595935809638,2,0.3270585321869369,0.35771641715988606,0.3298812135739253,0.37375566334736215,0.326689683726724,0.356445562281524
andy-johnson_2,1502,andy-johnson_2,Andy Johnson,Queens Park Rangers,England,10.02.1981,170.0,70.0,Center Forward,378,149,101,128,134,30,2,0,115,21,0.3376365990627636,3.675931731880488e-05,0.42648566392734205,0.00017657674286435638,1,0.3271113288377036,0.3595643174288309,0.33007749981774,0.3779534960195778,0.0,0.0
angel,2364,angel, Ángel,Real Betis,Spain,10.03.1981,180.0,71.0,Right Fullback,389,157,93,139,9,87,5,2,114,24,0.3607755985681837,0.00026324909567904125,0.550931536302632,0.0011897614475654002,2,0.3441346573328442,0.45445562303518394,0.36679725615338327,0.575522741492196,0.36989359418717205,0.5882973115445439
angel-di-maria,346,angel-di-maria,Ángel Di María,Real Madrid,Spain,14.02.1988,180.0,70.0,Left Winger,391,242,79,70,69,62,3,3,134,42,0.3637439056751349,0.002210312117712717,0.593919155231024,0.012326604963264131,2,0.3291200775633461,0.45770934292902327,0.36917133543290337,0.6079055851293024,0.0,0.0
angel_4,1609,angel_4, Ángel,Levante UD,Spain,26.04.1987,172.0,68.0,Center Forward,177,64,44,69,43,18,1,0,60,7,0.36870336076762944,0.00017572108145811526,0.5956858177424971,0.0008171260097404079,3,0.36856160795600057,0.5828516291577696,0.36949012523139513,0.5908018899167319,0.0,0.0
ansotegi,2367,ansotegi, Ansotegi,Real Sociedad,Spain,13.07.1982,192.0,84.0,Center Back,179,74,45,60,11,27,0,0,49,4,0.36787846865596807,0.00024241775364650106,0.5913218953000515,0.0010570041186786895,2,0.3682528801581144,0.5959687380212104,0.3693419676451107,0.5891252702262195,0.0,0.0
anthony-annan,241,anthony-annan,Anthony Annan,CA Osasuna,Spain,21.07.1986,175.0,64.0,Defensive Midfielder,176,91,43,42,1,31,0,1,94,40,0.3356453321618261,0.003055004341799793,0.4272600595456355,0.017679191317925152,5,0.32948901677740283,0.45355894099566824,0.3375715138501079,0.50558642114723,0.0,0.0
anthony-le-tallec,773,anthony-le-tallec,Anthony Le Tallec,Valenciennes FC,France,03.10.1984,184.0,73.0,Right Winger,313,84,81,148,46,27,0,3,85,14,0.33498911730849906,0.0007934053971427032,0.3797788163215009,0.003398212694303592,2,0.3281752162450303,0.3582575394187477,0.33400056504858405,0.34991232254484717,0.0,0.0
anthony-lopes,2368,anthony-lopes, Anthony Lopes,Olympique Lyon,France,01.10.1990,184.0,81.0,Goalkeeper,54,27,12,15,0,3,0,0,33,14,0.3365324247380284,0.0003428903106150689,0.4322657535164152,0.0016024785714718953,2,0.3325996109723452,0.37514927770806406,0.3364655838412824,0.39953863778314186,0.0,0.0
anthony-mounier,3916,anthony-mounier,Anthony Mounier,Montpellier HSC,France,27.09.1987,174.0,65.0,Left Midfielder,186,61,60,65,20,19,0,0,45,12,0.338932968968028,0.0008515685423665901,0.3896344299354016,0.0038673674326536525,1,0.3278114414761694,0.45338773700290425,0.33571189740653545,0.3490526083287752,0.0,0.0
anthony-reveillere,775,anthony-reveillere,Anthony Réveillère,Olympique Lyon,France,10.11.1979,180.0,77.0,Right Fullback,563,285,138,140,9,91,1,1,138,27,0.3513126137650129,0.0009650233174929268,0.4694109448696766,0.004399790120193179,2,0.3296424656786553,0.4418262382268449,0.34173949870166753,0.3949967171800168,0.9755554623600269,1.615384615384614
antoine-griezmann,1458,antoine-griezmann,Antoine Griezmann,Real Sociedad,Spain,21.03.1991,176.0,68.0,Left Winger,219,94,53,72,58,29,0,0,62,23,0.36488403544714887,0.00024332432662692982,0.5973589505299818,0.0012865579555853778,2,0.34746233198597715,0.4731857627352243,0.3684443291621906,0.5935921846512758,0.0,0.0
antolin-alcaraz,776,antolin-alcaraz,Antolín Alcaraz,Wigan Athletic,England,30.07.1982,184.0,78.0,Center Back,216,87,60,69,14,43,3,3,87,30,0.3640984370416024,0.0015889363011244867,0.5950408836829689,0.009647417742895747,1,0.32908286949912274,0.4354743451558251,0.35292346400974983,0.5213583242679166,0.0,0.0
anton-ferdinand,1504,anton-ferdinand,Anton Ferdinand,Queens Park Rangers,England,18.02.1985,178.0,78.0,Center Back,317,120,68,129,5,31,0,0,73,6,0.33244836590443466,2.9647913759001738e-05,0.345227284123008,0.00013294607921483594,2,0.32686265283553184,0.35672490092609943,0.3281041991592757,0.3533121271301115,0.0,0.0
anton-putsila,3594,anton-putsila,Anton Putsila,SC Freiburg,Germany,10.06.1987,180.0,74.0,Center Midfielder,139,39,36,64,11,24,0,0,92,35,0.3640539114766824,0.0013654165174185845,0.664581140537205,0.007839723592669611,2,0.3366962180278651,0.40005579833931315,0.3626640518158367,0.6620912499915486,0.0,0.0
antonio-lopez_2,2371,antonio-lopez_2, Antonio López,RCD Mallorca,Spain,13.09.1981,176.0,74.0,Left Fullback,344,138,92,114,16,61,2,3,85,21,0.3637591769657003,0.0002566318920492258,0.5555793731535293,0.0012250656519663763,2,0.3450150963716649,0.4489622718647526,0.36762860760917615,0.5744883929258542,0.7397871883743441,1.1765946230890878
antonio-ruediger,653,antonio-ruediger,Antonio Rüdiger,VfB Stuttgart,Germany,03.03.1993,190.0,85.0,Center Back,113,40,26,47,8,24,1,3,69,20,0.34331863248174327,0.00023905278574124013,0.41602521986275554,0.001173358340258319,5,0.33586224085205074,0.35300576075906465,0.3403367229303474,0.38671555938349106,0.0,0.0
antonio-rukavina,10,antonio-rukavina,Antonio Rukavina,Real Valladolid,Spain,26.01.1984,177.0,74.0,Right Fullback,249,95,70,84,3,37,1,0,96,25,0.35232779204890236,0.0014643796797133356,0.4583904054906766,0.00891798038185343,1,0.3394314557665571,0.37228804700524215,0.3497081183384651,0.4386647588691302,0.325185154120009,0.538461538461538
antonio-valencia_2,1941,antonio-valencia_2,Antonio Valencia,Manchester United,England,04.08.1985,175.0,70.0,Right Winger,344,171,68,105,36,48,3,3,95,34,0.34954188337411485,8.393133499456692e-05,0.5110703990068527,0.00046467814164510607,4,0.32778357864454305,0.4423380983585228,0.33607411270897136,0.4181941059153656,0.653379367453448,0.712891124563048
apono,2374,apono, Apoño,Real Zaragoza,Spain,13.02.1984,173.0,72.0,Defensive Midfielder,172,65,43,64,31,45,0,1,43,1,0.3698935941871718,0.00022948964086646405,0.5882973115445439,0.0010016473064931102,1,0.36989359418717194,0.5882973115445439,0.36989359418717216,0.5882973115445442,1.109680782561516,1.7648919346336318
aranda,2376,aranda, Aranda,Real Zaragoza,Spain,27.07.1980,184.0,82.0,Center Forward,199,73,40,86,35,37,1,1,59,5,0.36657905985867273,0.00025514022222774185,0.5790151013444116,0.0011330069938830345,2,0.3553712596720643,0.5186693651977216,0.3689108930546022,0.5855452994751584,0.0,0.0
aranzubia,1613,aranzubia, Aranzubía,Deportivo La Coruña,Spain,18.09.1979,184.0,80.0,Goalkeeper,370,143,90,137,1,36,1,4,81,19,0.3633600573425086,0.0002681816356889543,0.560017364954058,0.0011776255013227694,1,0.35064512592152103,0.48869838119742914,0.3683376474579206,0.58211541735824,0.0,0.0
arbeloa,539,arbeloa, Arbeloa,Real Madrid,Spain,17.01.1983,184.0,79.0,Right Fullback,364,244,71,49,6,85,5,0,118,39,0.35127984808085566,0.00044536152555915633,0.5127255697936278,0.002639268355096271,2,0.3293139901398578,0.4340578853659515,0.35448216227598583,0.5063240741821595,0.0,0.0
arda-turan,376,arda-turan,Arda Turan,Atlético Madrid,Spain,30.01.1987,177.0,76.0,Left Winger,385,209,84,92,71,75,1,3,136,29,0.3593023061668412,0.0005874851847091691,0.4827894735289324,0.0027031134639913094,1,0.328805620308422,0.4521752404855926,0.3589189115928165,0.4180615193050696,0.0,0.0
aristide-bance,377,aristide-bance,Aristide Bancé,FC Augsburg,Germany,19.09.1984,190.0,96.0,Center Forward,239,87,68,84,72,22,1,2,104,17,0.33478357552327836,0.0012051427028458336,0.30732494854077697,0.006361724534704739,4,0.34283769589287194,0.38614100574233473,0.34230827211768533,0.37284479252157304,0.0,0.0
arizmendi,540,arizmendi, Arizmendi,RCD Mallorca,Spain,03.03.1984,189.0,76.0,Center Forward,270,100,72,98,36,35,2,0,83,12,0.3655407658558461,0.00025155383989565466,0.5670171218163454,0.0011409611868852746,2,0.363364690626063,0.5414020342868057,0.3682822979942991,0.5794100199345237,0.34530518732858895,0.37719298245613997
arjen-robben,779,arjen-robben,Arjen Robben,Bayern München,Germany,23.01.1984,180.0,80.0,Right Winger,521,347,80,94,170,50,2,2,151,35,0.35363721048672636,0.0011366201392152796,0.4988960191366737,0.00634022660971598,2,0.33472888538975687,0.3865978438610032,0.34769321917558815,0.4455740373868483,0.325185154120009,0.538461538461538
armand-traore,1944,armand-traore,Armand Traoré,Queens Park Rangers,England,08.10.1989,185.0,82.0,Left Fullback,148,48,40,60,3,10,1,0,61,14,0.3376052782193162,8.548994044778094e-05,0.40139215272363876,0.0003478000799876263,3,0.327453784175509,0.359084614118171,0.3319925238669767,0.37731368051980846,0.326689683726724,0.356445562281524
arnold-mvuemba,781,arnold-mvuemba,Arnold Mvuemba,Olympique Lyon,France,28.01.1985,172.0,67.0,Defensive Midfielder,219,78,60,81,15,10,0,0,71,16,0.33857171212413334,0.0009090727193392036,0.394586434435167,0.003931223927175254,4,0.32828942167568814,0.35900286205811854,0.33563422462791176,0.3553805933389606,0.0,0.0
arouna-kone,782,arouna-kone,Arouna Koné,Wigan Athletic,England,11.11.1983,181.0,81.0,Center Forward,328,160,61,107,95,12,0,0,124,28,0.3525370688359338,0.0020970304525123537,0.46936530582902114,0.01132231399385261,5,0.33525820439023635,0.3950537834392596,0.35542853674553276,0.4778952254208694,0.0,0.0
